"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","2016/17","Academic Year","Black Caribbean","ONS 18+1","England","Special","31.93529059","533","1669"
"Fixed period exclusions","2016/17","Academic Year","Black African","ONS 18+1","England","Special","4.89002776","229","4683"
"Fixed period exclusions","2016/17","Academic Year","Black other","ONS 18+1","England","Special","16.03927987","196","1222"
"Fixed period exclusions","2016/17","Academic Year","Chinese","ONS 5+1","England","Special","0.27100271","1","369"
"Fixed period exclusions","2016/17","Academic Year","Other","ONS 5+1","England","Special","5.419281232","95","1753"
"Fixed period exclusions","2016/17","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","9.550721435","3025","31673"
"Fixed period exclusions","2016/17","Academic Year","Unclassified","ONS 18+1","England","Special","15.42253521","219","1420"
"Fixed period exclusions","2015/16","Academic Year","Total","ONS 5+1","England","Total","4.286915977","339362","7916227"
"Fixed period exclusions","2015/16","Academic Year","White","ONS 5+1","England","Total","5.138443606","269533","5245421"
"Fixed period exclusions","2015/16","Academic Year","White British","ONS 18+1","England","Total","5.234600281","251873","4811695"
"Fixed period exclusions","2015/16","Academic Year","White Irish","ONS 18+1","England","Total","4.429989079","933","21061"
"Fixed period exclusions","2015/16","Academic Year","Irish Traveller","ONS 18+1","England","Total","18.02644964","886","4915"
"Fixed period exclusions","2015/16","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","22.1517743","4507","20346"
"Fixed period exclusions","2015/16","Academic Year","White other","ONS 18+1","England","Total","2.925628027","11334","387404"
"Fixed period exclusions","2015/16","Academic Year","Mixed","ONS 5+1","England","Total","5.975023168","21664","362576"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","9.889335517","9964","100755"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","5.4647923","2589","47376"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.251065045","2732","84034"
"Fixed period exclusions","2015/16","Academic Year","Mixed other","ONS 18+1","England","Total","4.891458543","6379","130411"
"Fixed period exclusions","2015/16","Academic Year","Asian","ONS 5+1","England","Total","1.914722822","13906","726267"
"Fixed period exclusions","2015/16","Academic Year","Indian","ONS 18+1","England","Total","0.896118518","1759","196291"
"Fixed period exclusions","2015/16","Academic Year","Pakistani","ONS 18+1","England","Total","2.754264789","8063","292746"
"Fixed period exclusions","2015/16","Academic Year","Bangladeshi","ONS 18+1","England","Total","2.045722891","2391","116878"
"Fixed period exclusions","2015/16","Academic Year","Asian other","ONS 18+1","England","Total","1.406706993","1693","120352"
"Fixed period exclusions","2015/16","Academic Year","Black","ONS 5+1","England","Total","5.893920246","22899","388519"
"Fixed period exclusions","2015/16","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.08245657","8596","85257"
"Fixed period exclusions","2015/16","Academic Year","Black African","ONS 18+1","England","Total","4.423909312","11212","253441"
"Fixed period exclusions","2015/16","Academic Year","Black other","ONS 18+1","England","Total","6.204211076","3091","49821"
"Fixed period exclusions","2015/16","Academic Year","Chinese","ONS 5+1","England","Total","0.55701633","161","28904"
"Fixed period exclusions","2015/16","Academic Year","Other","ONS 5+1","England","Total","3.052354793","3645","119416"
"Fixed period exclusions","2015/16","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.881455253","79935","2059408"
"Fixed period exclusions","2015/16","Academic Year","Unclassified","ONS 18+1","England","Total","6.613129717","4521","68364"
"Fixed period exclusions","2015/16","Academic Year","Total","ONS 5+1","England","State-funded primary","1.20773397","55739","4615172"
"Fixed period exclusions","2015/16","Academic Year","White","ONS 5+1","England","State-funded primary","1.56682105","42957","2741666"
"Fixed period exclusions","2015/16","Academic Year","White British","ONS 18+1","England","State-funded primary","1.628949109","40455","2483503"
"Fixed period exclusions","2015/16","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.056408212","106","10034"
"Fixed period exclusions","2015/16","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","5.657283411","207","3659"
"Fixed period exclusions","2015/16","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.882321578","641","13129"
"Fixed period exclusions","2015/16","Academic Year","White other","ONS 18+1","England","State-funded primary","0.669142089","1548","231341"
"Fixed period exclusions","2015/16","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.967641318","4113","209032"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.357004519","1872","55764"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.911892739","549","28715"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.977945088","478","48878"
"Fixed period exclusions","2015/16","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.604228609","1214","75675"
"Fixed period exclusions","2015/16","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.287611588","1117","388371"
"Fixed period exclusions","2015/16","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.106910667","111","103825"
"Fixed period exclusions","2015/16","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.439511934","697","158585"
"Fixed period exclusions","2015/16","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.20564284","125","60785"
"Fixed period exclusions","2015/16","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.282312508","184","65176"
"Fixed period exclusions","2015/16","Academic Year","Black","ONS 5+1","England","State-funded primary","1.775446384","3696","208173"
"Fixed period exclusions","2015/16","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.678733695","1506","40938"
"Fixed period exclusions","2015/16","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.199011568","1674","139615"
"Fixed period exclusions","2015/16","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.868211441","516","27620"
"Fixed period exclusions","2015/16","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.259034622","41","15828"
"Fixed period exclusions","2015/16","Academic Year","Other","ONS 5+1","England","State-funded primary","0.665855015","443","66531"
"Fixed period exclusions","2015/16","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.039352656","11912","1146098"
"Fixed period exclusions","2015/16","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.438713088","381","26482"
"Fixed period exclusions","2015/16","Academic Year","Total","ONS 5+1","England","State-funded secondary","8.459180727","270137","3193418"
"Fixed period exclusions","2015/16","Academic Year","White","ONS 5+1","England","State-funded secondary","8.87742984","215438","2426806"
"Fixed period exclusions","2015/16","Academic Year","White British","ONS 18+1","England","State-funded secondary","8.892886391","200561","2255297"
"Fixed period exclusions","2015/16","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","7.235190179","778","10753"
"Fixed period exclusions","2015/16","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","55.59440559","636","1144"
"Fixed period exclusions","2015/16","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","55.06531205","3794","6890"
"Fixed period exclusions","2015/16","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.331111431","9669","152722"
"Fixed period exclusions","2015/16","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","11.11785779","16479","148221"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","17.6022352","7623","43307"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","10.66288826","1919","17997"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","6.382232613","2184","34220"
"Fixed period exclusions","2015/16","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","9.019488775","4753","52697"
"Fixed period exclusions","2015/16","Academic Year","Asian","ONS 5+1","England","State-funded secondary","3.831327796","12583","328424"
"Fixed period exclusions","2015/16","Academic Year","Indian","ONS 18+1","England","State-funded secondary","1.779100529","1614","90720"
"Fixed period exclusions","2015/16","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","5.602543524","7260","129584"
"Fixed period exclusions","2015/16","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.108232965","2241","54549"
"Fixed period exclusions","2015/16","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","2.740288589","1468","53571"
"Fixed period exclusions","2015/16","Academic Year","Black","ONS 5+1","England","State-funded secondary","10.57156843","18357","173645"
"Fixed period exclusions","2015/16","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","15.41519538","6592","42763"
"Fixed period exclusions","2015/16","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.493694876","9322","109752"
"Fixed period exclusions","2015/16","Academic Year","Black other","ONS 18+1","England","State-funded secondary","11.56176053","2443","21130"
"Fixed period exclusions","2015/16","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.932236584","119","12765"
"Fixed period exclusions","2015/16","Academic Year","Other","ONS 5+1","England","State-funded secondary","6.065911832","3118","51402"
"Fixed period exclusions","2015/16","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","7.396784978","65533","885966"
"Fixed period exclusions","2015/16","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","9.903734317","4002","40409"
"Fixed period exclusions","2015/16","Academic Year","Total","ONS 5+1","England","Special","12.5291489","13486","107637"
"Fixed period exclusions","2015/16","Academic Year","White","ONS 5+1","England","Special","14.47452209","11138","76949"
"Fixed period exclusions","2015/16","Academic Year","White British","ONS 18+1","England","Special","14.89402565","10857","72895"
"Fixed period exclusions","2015/16","Academic Year","White Irish","ONS 18+1","England","Special","17.88321168","49","274"
"Fixed period exclusions","2015/16","Academic Year","Irish Traveller","ONS 18+1","England","Special","38.39285714","43","112"
"Fixed period exclusions","2015/16","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","22.01834862","72","327"
"Fixed period exclusions","2015/16","Academic Year","White other","ONS 18+1","England","Special","3.501945525","117","3341"
"Fixed period exclusions","2015/16","Academic Year","Mixed","ONS 5+1","England","Special","20.13901935","1072","5323"
"Fixed period exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","27.85035629","469","1684"
