"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Pakistani","ONS 18+1","0","0","15"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Bangladeshi","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Asian other","ONS 18+1","0","0","9"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Black","ONS 5+1","52.63","10","19"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Black Caribbean","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Black African","ONS 18+1","0","0","11"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Black other","ONS 18+1","166.67","10","6"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Other","ONS 5+1","0","0","3"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","All Ethnic Minorities","ONS 18+1","33.96","36","106"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Unclassified","ONS 18+1","12.5","1","8"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","White","ONS 5+1","3.67","309","8412"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","White British","ONS 18+1","5.22","241","4617"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","White Irish","ONS 18+1","4.5","5","111"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Irish Traveller","ONS 18+1","3.85","1","26"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Gypsy/Roma","ONS 18+1","10.47","20","191"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","White other","ONS 18+1","1.21","42","3467"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Mixed","ONS 5+1","4.34","122","2813"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Mixed White/Black Caribbean","ONS 18+1","12.5","58","464"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Mixed White/Black African","ONS 18+1","4.03","11","273"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Mixed White/Asian","ONS 18+1","1.65","13","786"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Mixed other","ONS 18+1","3.1","40","1290"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Asian","ONS 5+1","1.35","204","15092"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Indian","ONS 18+1","0.83","48","5815"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Pakistani","ONS 18+1","1.78","136","7661"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Bangladeshi","ONS 18+1","2.23","5","224"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Asian other","ONS 18+1","1.08","15","1392"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Black","ONS 5+1","4.23","104","2458"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Black Caribbean","ONS 18+1","4.42","16","362"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Black African","ONS 18+1","4.27","81","1898"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Black other","ONS 18+1","3.54","7","198"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Chinese","ONS 5+1","0","0","51"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Other","ONS 5+1","1.95","23","1179"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","All Ethnic Minorities","ONS 18+1","2.05","521","25388"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","Total","Unclassified","ONS 18+1","7.51","25","333"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","White","ONS 5+1","1.93","103","5339"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","White British","ONS 18+1","2.9","80","2760"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","White Irish","ONS 18+1","8.62","5","58"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Irish Traveller","ONS 18+1","0","0","22"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Gypsy/Roma","ONS 18+1","4.08","6","147"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","White other","ONS 18+1","0.51","12","2352"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Mixed","ONS 5+1","2.39","42","1759"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","7.91","25","316"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Mixed White/Black African","ONS 18+1","1.6","3","188"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Mixed White/Asian","ONS 18+1","0.22","1","464"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Mixed other","ONS 18+1","1.64","13","791"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Asian","ONS 5+1","0.3","26","8610"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Indian","ONS 18+1","0.38","13","3390"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Pakistani","ONS 18+1","0.15","7","4517"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Bangladeshi","ONS 18+1","4.24","5","118"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Asian other","ONS 18+1","0.17","1","585"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Black","ONS 5+1","1.82","25","1372"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Black Caribbean","ONS 18+1","1.49","3","202"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Black African","ONS 18+1","1.81","19","1048"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Black other","ONS 18+1","2.46","3","122"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Chinese","ONS 5+1","0","0","23"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Other","ONS 5+1","1.19","8","670"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","All Ethnic Minorities","ONS 18+1","0.83","124","15013"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded primary","Unclassified","ONS 18+1","12.68","18","142"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","White","ONS 5+1","5.37","159","2963"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","White British","ONS 18+1","6.41","114","1779"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","White Irish","ONS 18+1","0","0","50"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Irish Traveller","ONS 18+1","50","1","2"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Gypsy/Roma","ONS 18+1","33.33","14","42"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","White other","ONS 18+1","2.75","30","1090"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Mixed","ONS 5+1","6.84","71","1038"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","22.92","33","144"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Mixed White/Black African","ONS 18+1","3.61","3","83"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Mixed White/Asian","ONS 18+1","3.79","12","317"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Mixed other","ONS 18+1","4.66","23","494"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Asian","ONS 5+1","2.73","173","6345"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Indian","ONS 18+1","1.46","35","2397"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Pakistani","ONS 18+1","4.06","124","3052"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Bangladeshi","ONS 18+1","0","0","101"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Asian other","ONS 18+1","1.76","14","795"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Black","ONS 5+1","7.48","79","1056"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Black Caribbean","ONS 18+1","8.39","13","155"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Black African","ONS 18+1","7.43","62","834"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Black other","ONS 18+1","5.97","4","67"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Chinese","ONS 5+1","0","0","28"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Other","ONS 5+1","3.02","15","497"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","All Ethnic Minorities","ONS 18+1","3.77","383","10148"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","State-funded secondary","Unclassified","ONS 18+1","3.91","7","179"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","White","ONS 5+1","42.73","47","110"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","White British","ONS 18+1","60.26","47","78"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","White Irish","ONS 18+1","0","0","3"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Irish Traveller","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Gypsy/Roma","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","White other","ONS 18+1","0","0","25"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Mixed","ONS 5+1","56.25","9","16"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Mixed White/Black Caribbean","ONS 18+1","0","0","4"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Mixed White/Black African","ONS 18+1","250","5","2"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Mixed White/Asian","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Mixed other","ONS 18+1","80","4","5"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Asian","ONS 5+1","3.65","5","137"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Indian","ONS 18+1","0","0","28"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Pakistani","ONS 18+1","5.43","5","92"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Bangladeshi","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Asian other","ONS 18+1","0","0","12"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Black","ONS 5+1","0","0","30"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Black Caribbean","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Black African","ONS 18+1","0","0","16"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Black other","ONS 18+1","0","0","9"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Other","ONS 5+1","0","0","12"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","All Ethnic Minorities","ONS 18+1","6.17","14","227"
"Fixed period exclusions","2017/18","Academic Year","E06000039","Slough","special","Unclassified","ONS 18+1","0","0","12"
