"Measure","Year","Time_type","Ethnicity","Ethnicity_type","Geography","Broad ethnicity","Gender","Gender_type","Teacher","Teacher_type","School","School_type","Value","Value_type","Value_note","Teachers"
"Number of teachers","2018","Year","White Irish","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","600"
"Number of teachers","2016","Year","White - British","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","88.9","%","","180800"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","2700"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.9","%","","6000"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","600"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","600"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","800"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","3500"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","2000"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","900"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","900"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1800"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","800"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","400"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","800"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","94.7","%","","203300"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","900"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","4.8","%","","10400"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1000"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","500"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","900"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","900"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.9","%","","5900"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1000"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","900"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1800"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","94.3","%","","201400"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.8","%","","3500"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.3","%","","11200"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","2100"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1000"
"Number of teachers","2017","Year","White - British","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","88.7","%","","178600"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","2600"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","600"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","700"
