"Measure","Time","Ethnicity","Ethnicity_type","Role_Type","Broad_grade","Grade","Entry_level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","N/A","112218"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","4.1","4396"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","4.1","4471"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","0.7","724"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","0.9","988"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","1.1","1203"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","N/A","3711"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","89.1","96725"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","N/A","36266"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","4.2","1470"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","3","1045"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","0.5","189"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","1","352"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","0.9","303"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","N/A","1094"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","90.4","31813"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","N/A","16721"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","3.7","597"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","2.2","358"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","0.5","82"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","0.9","151"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","0.7","112"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","N/A","502"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","92","14919"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","N/A","8689"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","2.6","221"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","2","164"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","0.5","39"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","1","82"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","0.6","54"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","N/A","280"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","93.3","7849"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","N/A","4727"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","2.8","127"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","1.5","70"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","0.3","15"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","0.8","35"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","0.6","25"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","N/A","203"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","94","4252"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","N/A","1157"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","2.4","27"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","1.1","12"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","0.3","3"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","1.4","16"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","0.5","6"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","N/A","25"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","94.3","1068"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","N/A","16829"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","5.9","935"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","4.2","668"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","0.5","81"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","0.9","146"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","1.6","258"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","N/A","1056"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","86.8","13685"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","N/A","1860"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","2.2","38"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.8","14"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.1","2"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.5","9"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.2","4"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","N/A","98"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","96.2","1695"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","All grades","All grades","All","N/A","1026656"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","All grades","All grades","All","5.7","56539"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","All grades","All grades","All","5.4","53115"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","All grades","All grades","All","0.4","3706"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","All grades","All grades","All","1.1","10896"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","All grades","All grades","All","1.7","16598"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","All grades","All grades","All","N/A","42911"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","All grades","All grades","All","85.7","842891"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","N/A","39947"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","7","2650"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","5.5","2095"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","0.2","92"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","1.1","431"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","1.9","718"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","N/A","2121"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","84.2","31840"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","N/A","168017"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","5","8020"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","4.8","7731"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","0.2","296"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","1.1","1753"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","1.5","2406"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","N/A","7621"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","87.4","140190"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","N/A","135225"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","4.1","5253"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","5.1","6547"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","0.2","226"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","1.1","1402"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","1","1347"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","N/A","5606"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","88.6","114844"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","N/A","89173"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","4.1","3492"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","3.6","3133"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","0.2","192"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","1.1","918"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","0.7","610"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","N/A","3254"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","90.3","77574"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","N/A","233436"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","9","20202"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","7.8","17320"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","0.4","912"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","1.3","2862"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","2.8","6321"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","N/A","10043"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","78.7","175776"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","N/A","176868"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","5.6","9429"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","5.8","9909"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","0.5","926"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","1.1","1817"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","2","3340"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","N/A","7482"
